"claimId","stability","claimStatus","claim","publicValue","sourceId","sourceName","sourceUrl","evidenceStatus","lastCheckedOn","lastVerifiedOn","ownerConfirmedOn","ownerConfirmationNote","cadence","owner","pages","verificationNote"
"CLM-030","volatile","verified","Dingmans Falls access road, visitor center, and trail remained closed for bridge replacement and trail rehabilitation when checked July 16, 2026.","Dingmans Falls remains closure-sensitive; check NPS before visiting.","SRC-004","NPS Delaware Water Gap Current Conditions","https://www.nps.gov/dewa/planyourvisit/conditions.htm","verified","2026-07-16","2026-07-16","","","before every recommendation and before public launch","NPS / site maintainer","outdoors/waterfalls-near-winona-falls/index.html; things-to-do-near-winona-falls/index.html","NPS current conditions continued to list all Dingmans traffic prohibited during the closure."
"CLM-030","volatile","verified","Dingmans Falls access road, visitor center, and trail remained closed for bridge replacement and trail rehabilitation when checked July 16, 2026.","Dingmans Falls remains closure-sensitive; check NPS before visiting.","SRC-005","NPS Dingmans Falls","https://www.nps.gov/places/dingmans-falls.htm","verified","2026-07-16","2026-07-16","","","before every recommendation and before public launch","NPS / site maintainer","outdoors/waterfalls-near-winona-falls/index.html; things-to-do-near-winona-falls/index.html","The NPS place page supplied stable trail and safety context but was not used alone for closure status."
"CLM-031","volatile","verified","Raymondskill Falls has a short, steep, uneven trail; the lower creek drainage is seasonally closed May 1 through September 30, while NPS says that closure does not include the Raymondskill Falls Trail.","Check NPS conditions for Raymondskill trail, parking, and area restrictions.","SRC-004","NPS Delaware Water Gap Current Conditions","https://www.nps.gov/dewa/planyourvisit/conditions.htm","verified","2026-07-16","2026-07-16","","","before every recommendation and before public launch","NPS / site maintainer","outdoors/waterfalls-near-winona-falls/index.html; things-to-do-near-winona-falls/index.html","NPS current conditions distinguished the seasonal lower-drainage closure from the Raymondskill Falls Trail."
"CLM-031","volatile","verified","Raymondskill Falls has a short, steep, uneven trail; the lower creek drainage is seasonally closed May 1 through September 30, while NPS says that closure does not include the Raymondskill Falls Trail.","Check NPS conditions for Raymondskill trail, parking, and area restrictions.","SRC-006","NPS Raymondskill Falls","https://www.nps.gov/places/raymondskill-falls.htm","verified","2026-07-16","2026-07-16","","","before every recommendation and before public launch","NPS / site maintainer","outdoors/waterfalls-near-winona-falls/index.html; things-to-do-near-winona-falls/index.html","The NPS place page described the short, steep, uneven trail and waterfall safety restrictions."
"CLM-032","volatile","verified","Bushkill Falls is a separate, ticketed public attraction with seasonal and weather-dependent hours; it is not Waterfall Wonder's on-property waterfall setting.","Bushkill Falls is a separate public attraction; check its official site for current hours and tickets.","SRC-007","Bushkill Falls","https://www.visitbushkillfalls.com/","verified","2026-07-16","2026-07-16","","","before seasonal publication and before public launch","Bushkill Falls / site maintainer","outdoors/waterfalls-near-winona-falls/index.html; waterfall-cabin-near-bushkill-falls/index.html","The attraction's official site supplied ticket links and stated that hours vary by season, day, and weather."
"CLM-040","volatile","verified","Shawnee Mountain offers skiing, snow tubing, rentals, lessons, and condition links, but current operating status must be checked in season.","Use Shawnee's official site for current tickets, sessions, and conditions.","SRC-008","Shawnee Mountain","https://shawneemt.com/","verified","2026-07-16","2026-07-16","","","before winter-season publication and before each recommendation","Shawnee Mountain / site maintainer","winter-fun/index.html; guest-guide/sample-weekend-plan/index.html","The official site continued to expose the activity and ticket categories; no in-season operating claim was made."
"CLM-041","volatile","recheck-required","Camelback ski, lift, trail, and tubing status requires a fresh readable conditions check.","Do not state current Camelback conditions without a fresh manual check.","SRC-009","Camelback Conditions","https://conditions.camelbackresort.com/conditions/","recheck-required","2026-07-16","2026-05-17","","","before every in-season recommendation","Camelback / site maintainer","winter-fun/index.html","The July automated check returned no readable conditions content; the May verification date was intentionally not advanced."
"CLM-042","volatile","verified","Aquatopia currently sells day-ticket products; prices, hours, availability, and attraction schedules remain live-source details.","Check Aquatopia directly for current tickets and hours.","SRC-010","Camelback Aquatopia","https://www.camelbackresort.com/aquatopia-indoor-waterpark","verified","2026-07-16","2026-07-16","","","before publishing day-pass guidance","Camelback / site maintainer","winter-fun/index.html; family-fun/index.html; guest-guide/rainy-day-plan/index.html","The official page offered day, fun-pack, and twilight ticket paths."
"CLM-043","volatile","verified","Great Wolf Lodge Poconos offers full- and half-day waterpark passes subject to availability and sellouts.","Check Great Wolf directly for day-pass availability.","SRC-011","Great Wolf Lodge Poconos Day Pass","https://www.greatwolf.com/poconos/daypass","verified","2026-07-16","2026-07-16","","","before publishing day-pass guidance","Great Wolf / site maintainer","winter-fun/index.html; family-fun/index.html; guest-guide/rainy-day-plan/index.html","The official page offered full- and half-day passes and warned that dates can sell out."
"CLM-044","volatile","verified","Kalahari Poconos offers limited indoor-waterpark day passes.","Check Kalahari directly for limited day-pass availability.","SRC-012","Kalahari Poconos Day Passes","https://www.kalahariresorts.com/pennsylvania/parks-and-passes/day-passes","verified","2026-07-16","2026-07-16","","","before publishing day-pass guidance","Kalahari / site maintainer","winter-fun/index.html; family-fun/index.html; guest-guide/rainy-day-plan/index.html","The official page explicitly described the passes as limited."
"CLM-045","volatile","verified","PEEC is open to the public, offers programs, and describes its hiking trails as free and available year-round; current programs and conditions still require a live check.","PEEC offers public nature programs and trails; check current conditions and schedules.","SRC-013","PEEC","https://www.peec.org/discover-peec/","verified","2026-07-16","2026-07-16","","","quarterly and before major guide refresh","PEEC / site maintainer","family-fun/index.html; things-to-do-near-winona-falls/index.html","PEEC's official site stated that it is open to the public and its hiking trails are free and available year-round."
"CLM-046","volatile","verified","The Pocono Indian Museum offers a narrated museum tour and gift shop; exact hours and admission should remain on the official site.","Check the museum directly for current hours and admission.","SRC-014","Pocono Indian Museum","https://poconoindianmuseum.com/","verified","2026-07-16","2026-07-16","","","quarterly and before major guide refresh","Pocono Indian Museum / site maintainer","family-fun/index.html; guest-guide/rainy-day-plan/index.html","The official site described the narrated tour and gift shop; volatile price/hour details were not copied."
"CLM-047","volatile","verified","ShawneeCraft operates a Poconos brewery and taproom with a wood-fired kitchen, beer garden, and events.","Check ShawneeCraft directly for current hours and events.","SRC-015","ShawneeCraft","https://www.shawneecraft.com/","verified","2026-07-16","2026-07-16","","","quarterly and before recommending fixed events","ShawneeCraft / site maintainer","food-drink/breweries-wineries-and-date-night/index.html","The official site described the brewery, taproom, kitchen, beer garden, and event program."
"CLM-048","volatile","blocked","Sango Kura cannot currently be recommended from its recorded official source because that URL is suspended.","Withhold until a current owner-approved primary source is available.","SRC-016","Sango Kura","https://sangokurasake.com/","blocked","2026-07-16","2026-05-17","","","before any recommendation","owner / site maintainer","food-drink/breweries-wineries-and-date-night/index.html","The recorded official URL redirected to a hosting-account suspended page; the prior verification date was intentionally preserved."
"CLM-049","volatile","verified","Mountain View Vineyard currently presents itself as a winery, brewery, and distillery with food and reservation options.","Check Mountain View directly for current reservations, hours, and events.","SRC-017","Mountain View Vineyard","https://www.mountainviewvineyard.com/","verified","2026-07-16","2026-07-16","","","quarterly and before recommending fixed events","Mountain View / site maintainer","food-drink/breweries-wineries-and-date-night/index.html","The official site described all three beverage programs, food service, and reservation options."
"CLM-050","volatile","verified","Mount Airy is a 21-plus adult resort with casino, dining, spa, pool, and hotel offerings.","Mount Airy is 21+; check the resort directly for current venue details.","SRC-018","Mount Airy Casino Resort","https://mountairycasino.com/","verified","2026-07-16","2026-07-16","","","quarterly and before recommending fixed events","Mount Airy / site maintainer","food-drink/breweries-wineries-and-date-night/index.html; winter-fun/index.html","The official site stated all guests must be at least 21 and listed casino, dining, spa, pool, and hotel offerings."
"CLM-060","owner-only","owner-confirmed","The owner confirmed six named sleeping spaces: a second-floor king Master Bedroom with en suite bath; a second-floor queen Loft open sleeping area sharing that bath, with skylights and a removable privacy wall; a main-floor queen Deer legal bedroom across from a bathroom; lower-level queen Bear and Raccoon legal bedrooms across from a bathroom; and a lower-level king Cove open sleeping area near a bathroom, with privacy curtains and skylights. The sleeper sofa is queen-size.","2 king sleeping spaces, 4 queen sleeping spaces, and 1 queen sleeper sofa; 4 legal bedrooms, 2 open sleeping areas, and 3 bathrooms.","","","","owner-confirmed","","","2026-07-22","Owner supplied the room names, floors, bed sizes, bathroom relationships, legal-bedroom/open-area designations, privacy features, and queen sleeper-sofa size.","before expanding sleeping or access guidance","owner","index.html; large-group-poconos-cabin/index.html; sleeping-layout-poconos-cabin/index.html","No external-source evidence row; owner confirmation is recorded in its dedicated fields."
"CLM-061","owner-only","owner-confirmed","The owner directed the site to use neutral third-person language, identify WanderHome only as the live booking destination, and avoid first-person host language for now.","Use neutral third-person language; identify WanderHome only as the live booking destination.","","","","owner-confirmed","","","2026-07-22","Owner approved the existing neutral treatment and declined first-person host language at this time.","before adding host voice","owner / WanderHome","index.html; things-to-do-near-winona-falls/index.html; outdoors/waterfalls-near-winona-falls/index.html; family-fun/index.html; winter-fun/index.html; guest-guide/rainy-day-plan/index.html; guest-guide/sample-weekend-plan/index.html; guest-guide/safety-and-access-notes/index.html; pet-friendly-poconos-cabin/index.html; large-group-poconos-cabin/index.html; sleeping-layout-poconos-cabin/index.html; waterfall-cabin-near-bushkill-falls/index.html; food-drink/breweries-wineries-and-date-night/index.html","No external-source evidence row; owner confirmation is recorded in its dedicated fields."
"CLM-062","owner-only","owner-confirmed","The owner approved every property image currently used by the public site, including hero, gallery, Open Graph, and sitemap contexts.","All property images currently used by the public site are owner-approved for public use.","","","","owner-confirmed","","","2026-07-22","Owner confirmed blanket public-use approval for the property images currently used by the site.","before public launch and before adding images","owner","index.html; things-to-do-near-winona-falls/index.html; outdoors/waterfalls-near-winona-falls/index.html; family-fun/index.html; winter-fun/index.html; guest-guide/rainy-day-plan/index.html; guest-guide/sample-weekend-plan/index.html; guest-guide/safety-and-access-notes/index.html; pet-friendly-poconos-cabin/index.html; large-group-poconos-cabin/index.html; sleeping-layout-poconos-cabin/index.html; waterfall-cabin-near-bushkill-falls/index.html; food-drink/breweries-wineries-and-date-night/index.html","No external-source evidence row; owner confirmation is recorded in its dedicated fields."
"CLM-063","owner-only","owner-confirmed","The owner directed the public site not to hard-code dog fees, limits, breed/age terms, or cross-channel details.","Dogs by approval; see the live booking page for current terms.","SRC-001","WanderHome Waterfall Wonder","https://www.gowanderhome.com/pocono-cabin-rentals/waterfall-wonder-(poconos)","verified","2026-07-16","2026-07-16","2026-07-22","Owner approved the safer general treatment and directed guests to the live booking page for current terms.","before hard-coding pet terms","owner / WanderHome","index.html; pet-friendly-poconos-cabin/index.html; large-group-poconos-cabin/index.html; guest-guide/safety-and-access-notes/index.html","Direct-booking fee wording was visible, but channel parity remains an owner decision."
"CLM-063","owner-only","owner-confirmed","The owner directed the public site not to hard-code dog fees, limits, breed/age terms, or cross-channel details.","Dogs by approval; see the live booking page for current terms.","SRC-002","Airbnb Waterfall Wonder","https://www.airbnb.com/rooms/1322697503906414464","verified","2026-07-16","2026-07-16","2026-07-22","Owner approved the safer general treatment and directed guests to the live booking page for current terms.","before hard-coding pet terms","owner / WanderHome","index.html; pet-friendly-poconos-cabin/index.html; large-group-poconos-cabin/index.html; guest-guide/safety-and-access-notes/index.html","Airbnb displayed current exact pet terms."
"CLM-063","owner-only","owner-confirmed","The owner directed the public site not to hard-code dog fees, limits, breed/age terms, or cross-channel details.","Dogs by approval; see the live booking page for current terms.","SRC-003","Vrbo Waterfall Wonder","https://www.vrbo.com/4388577","verified","2026-07-16","2026-07-16","2026-07-22","Owner approved the safer general treatment and directed guests to the live booking page for current terms.","before hard-coding pet terms","owner / WanderHome","index.html; pet-friendly-poconos-cabin/index.html; large-group-poconos-cabin/index.html; guest-guide/safety-and-access-notes/index.html","Vrbo displayed matching current exact pet terms."
"CLM-064","owner-only","owner-confirmed","The owner authorized a fresh address-safe route check before numerical drive-time estimates are restored; this confirms the workflow only, and the route check remains incomplete.","Continue using qualitative outing labels until the approved address-safe route check is complete; never expose the property address or coordinates.","","","","owner-confirmed","","","2026-07-22","Owner authorization confirms only the check and privacy boundary; it does not verify any numerical drive time.","before changing drive-time language","site maintainer / owner","things-to-do-near-winona-falls/index.html; outdoors/waterfalls-near-winona-falls/index.html; family-fun/index.html; winter-fun/index.html; food-drink/breweries-wineries-and-date-night/index.html; guest-guide/rainy-day-plan/index.html","No external-source evidence row; owner confirmation is recorded in its dedicated fields."
"CLM-065","owner-only","owner-confirmed","The owner confirmed that steps are required at every exterior entrance and on the route between the home and driveway; exact step counts remain unknown.","Every entrance requires steps; the property is not presented as having a step-free entrance. Exact step counts are not stated.","","","","owner-confirmed","","","2026-07-22","Owner confirmed the presence of steps and directed the site to omit unconfirmed counts and driveway surface/grade details.","before changing access guidance","owner","sleeping-layout-poconos-cabin/index.html; guest-guide/safety-and-access-notes/index.html","No external-source evidence row; owner confirmation is recorded in its dedicated fields."
